B2Reft2,B3Reft3,B4Reft4,B5Reft5,B6Reft6,B7Reft7,Area,SoilTeam,LandClass,Phosphorus,Potassium,Boron,Calcium,Magnesium,Manganese
0.93,0.94,0.94,0.94,0.93,0.94,Mithapukur,Loam,MEL,0.0378,0.1,0.00036,2.7,0.6,0.00098
0.94,0.95,0.94,0.94,0.94,0.94,Mithapukur,Loam,MEL,0.0043,0.12,0.00047,3.8,1.1,0.00119
0.94,0.95,0.95,0.95,0.94,0.95,Mithapukur,Loam,MEL,0.0061,0.22,0.00026,3,0.7,0.00035
0.95,0.96,0.95,0.95,0.95,0.95,Mithapukur,Loam,MEL,0.0224,0.3,0.00034,2.1,0.8,0.00041
0.95,0.96,0.96,0.96,0.95,0.96,Mithapukur,Loam,MEL,0.0187,0.3,0.00049,3.3,1.3,0.00088
0.96,0.97,0.96,0.96,0.96,0.96,Mithapukur,Loam,MEL,0.0092,0.16,0.00053,2.7,1.5,0.0006
0.96,0.97,0.97,0.97,0.96,0.97,Mithapukur,Loam,MEL,0.008,0.1,0.00043,2.7,0.7,0.00041
0.96,0.98,0.97,0.97,0.97,0.97,Mithapukur,Loam,MEL,0.0042,0.13,0.00036,4.1,0.3,0.00064
0.97,0.98,0.98,0.98,0.97,0.98,Mithapukur,Loam,MEL,0.0078,0.15,0.00034,5.7,0.5,0.00064
0.97,0.98,0.98,0.98,0.98,0.98,Mithapukur,Loam,MEL,0.0105,0.17,0.00026,2.8,1.1,0.00044
0.98,0.99,0.99,0.99,0.98,0.99,Mithapukur,Loam,MEL,0.0159,0.12,0.00022,1.2,1.1,0.0006
0.98,0.99,0.99,0.99,0.99,0.99,Mithapukur,Loam,MEL,0.023,0.08,0.00024,1.9,0.3,0.00027
0.99,1.00,0.99,1.00,0.99,1.00,Mithapukur,Loam,MEL,0.0062,0.2,0.00032,4,0.8,0.00018
0.99,1.00,1.00,1.00,1.00,1.00,Mithapukur,Loam,MLL,0.005,0.18,0.00049,4.8,1.3,0.0005
1.00,1.00,1.00,1.00,1.00,1.00,Mithapukur,Loam,MLL,0.007,0.23,0.00043,3.9,0.9,0.00057
